userid,version,sum_gamerounds,retention_1,retention_7
5919312,gate_40,146,1,0
5919357,gate_30,3,0,0
5919418,gate_40,4,0,0
5919430,gate_30,64,1,0
5919679,gate_40,70,1,0
5919717,gate_40,2,0,0
5919803,gate_40,14,0,0
5919850,gate_40,8,0,0
5919874,gate_40,159,1,1
5920176,gate_30,3,0,0
5920204,gate_30,2,0,0
5920239,gate_40,50,1,0
5920374,gate_40,102,0,1
5920398,gate_30,193,0,1
5920437,gate_40,12,0,0
5920723,gate_30,27,1,0
5921073,gate_30,14,0,0
5921354,gate_30,0,0,0
5921518,gate_30,11,1,0
5921584,gate_40,1,0,0
5921666,gate_30,1,0,0
5921761,gate_40,29,1,1
5921897,gate_40,19,1,0
5922033,gate_30,3,0,0
5922379,gate_30,17,1,1
5922527,gate_40,34,1,0
5922704,gate_40,6,1,0
5922854,gate_30,19,1,0
5923020,gate_30,99,1,0
5923086,gate_40,2,0,0
5923133,gate_30,108,1,0
5923258,gate_30,14,0,0
5923330,gate_30,11,0,0
5923439,gate_40,3,0,0
5923538,gate_30,16,1,0
5923664,gate_30,83,1,0
5923745,gate_40,31,0,0
5924110,gate_40,10,1,0
5924143,gate_30,71,0,0
5924225,gate_30,4,0,0
5924452,gate_30,20,0,0
5924609,gate_40,10,1,1
5924696,gate_40,120,1,1
5924699,gate_30,29,1,0
5924731,gate_40,3,0,0
5924878,gate_40,23,0,0
5925123,gate_40,5,0,0
5925232,gate_30,12,1,0
5925385,gate_30,1,0,0
5925529,gate_30,13,1,0
5925790,gate_40,4,0,0
5925833,gate_30,29,0,0
5925847,gate_40,3,0,0
5925946,gate_30,487,1,1
5926072,gate_30,89,1,1
5926123,gate_30,26,0,0
5926202,gate_40,19,0,0
5926272,gate_40,12,0,0
5926332,gate_30,37,1,1
5926444,gate_40,1,0,0
5926447,gate_40,11,0,0
5926528,gate_30,136,1,0
5926849,gate_30,3,1,0
5927274,gate_30,24,0,0
5927316,gate_40,167,1,1
5927337,gate_40,35,1,0
5927399,gate_30,117,0,1
5927413,gate_30,15,0,0
5927580,gate_30,33,1,0
5927716,gate_30,15,1,0
5927924,gate_40,1,0,0
5927954,gate_30,18,1,0
5928151,gate_40,3,0,0
5928247,gate_30,53,1,0
5928274,gate_40,7,0,0
5928359,gate_40,234,1,1
5928466,gate_40,24,1,0
5928468,gate_30,2,0,0
5928499,gate_40,18,0,0
5928559,gate_30,0,0,0
5928795,gate_30,44,1,1
5929032,gate_30,1,0,0
5929140,gate_40,279,1,1
5929198,gate_40,56,1,0
5929247,gate_30,165,1,0
5929537,gate_30,87,1,0
5929583,gate_30,5,0,0
5929639,gate_40,44,0,0
5929667,gate_40,1,0,0
5929821,gate_40,15,1,0
5929893,gate_40,25,1,0
5929894,gate_40,25,1,1
5929900,gate_40,5,0,0
5930003,gate_40,6,0,0
5930073,gate_30,1,0,0
5930198,gate_40,36,1,0
5930301,gate_30,1,0,0
5930313,gate_30,1,0,0
5930364,gate_30,1,0,0
5931176,gate_40,29,1,0
5931225,gate_40,11,0,0
5931229,gate_40,345,1,0
5931257,gate_30,16,1,0
5931322,gate_30,3,0,0
5931406,gate_30,6,0,0
5931546,gate_40,11,0,0
5931612,gate_40,0,0,0
5931666,gate_40,85,0,0
5931904,gate_40,5,1,0
5932033,gate_30,5,0,0
5932266,gate_40,14,0,0
5932469,gate_40,1,0,0
5932587,gate_40,322,1,1
5932612,gate_30,4,0,0
5932723,gate_40,45,1,0
5932760,gate_40,46,1,1
5932797,gate_40,198,1,1
5932868,gate_30,6,0,0
5932970,gate_40,5,0,0
5933018,gate_30,2,0,0
5933132,gate_30,9,1,0
5933135,gate_30,178,0,0
5933168,gate_30,6,0,0
5933173,gate_40,6,1,0
5933217,gate_40,41,1,0
5933330,gate_30,3,0,0
5933514,gate_40,2,0,0
5933583,gate_30,45,0,1
5933664,gate_40,21,0,0
5933936,gate_30,0,0,0
5934018,gate_30,79,1,1
5934044,gate_30,1,1,0
5934114,gate_40,0,0,0
5934213,gate_40,2,0,0
5934472,gate_30,36,1,0
5934543,gate_30,65,1,1
5934707,gate_40,17,0,0
5934824,gate_40,50,0,1
5934825,gate_30,65,1,1
5934878,gate_40,14,1,0
5934894,gate_40,1,0,0
5935515,gate_30,2,0,0
5936082,gate_40,109,0,0
5936159,gate_40,2,0,0
5936613,gate_40,30,0,0
5936624,gate_30,6,0,0
5936676,gate_30,30,1,0
5936748,gate_30,2,0,0
5936871,gate_40,14,0,0
5936897,gate_30,10,0,0
5937206,gate_30,39,0,0
5937305,gate_30,9,0,0
5937557,gate_40,20,0,0
5937929,gate_30,135,0,1
5937934,gate_30,15,0,0
5937935,gate_40,1,0,0
5938042,gate_30,1272,1,1
5938079,gate_40,15,0,0
5938240,gate_40,125,1,0
5938354,gate_30,47,0,0
5938462,gate_40,26,0,0
5938675,gate_30,12,0,0
5938700,gate_40,0,0,0
5938710,gate_40,61,0,0
5938787,gate_40,8,1,0
5938899,gate_40,24,0,0
5938974,gate_40,3,0,0
5939241,gate_40,3,0,0
5939243,gate_40,10,0,0
5939320,gate_40,17,1,0
5939324,gate_40,33,1,0
5939338,gate_40,58,0,1
5939745,gate_40,0,0,0
5939767,gate_40,5,0,0
5940030,gate_40,26,0,0
5940162,gate_40,4,0,0
5940311,gate_30,8,0,0
5940397,gate_40,7,0,0
5940401,gate_40,17,0,0
5940433,gate_30,35,1,1
5940440,gate_30,5,1,0
5940443,gate_30,56,1,0
5940480,gate_30,7,0,0
5940827,gate_40,37,0,0
5941291,gate_30,6,0,0
5941400,gate_30,6,0,0
5941459,gate_30,17,0,0
5941548,gate_30,11,1,1
5941700,gate_30,128,1,0
5941821,gate_40,1,0,0
5941894,gate_30,1,0,0
5941912,gate_30,28,0,0
5942034,gate_40,12,1,0
5942272,gate_40,11,0,0
5942324,gate_30,103,1,1
5942489,gate_40,38,1,0
5942616,gate_30,480,1,0
5942637,gate_40,3,0,0
5942811,gate_30,140,1,1
5943274,gate_30,43,1,1
5943289,gate_40,275,0,1
5943470,gate_40,0,0,0
5943614,gate_30,82,0,0
5943689,gate_40,180,1,0
5943693,gate_30,2,0,0
5943759,gate_30,1,0,0
5943970,gate_30,2,0,0
5944002,gate_40,4,0,0
5944068,gate_30,408,1,1
5944257,gate_40,48,1,0
5944468,gate_30,148,1,0
5944538,gate_30,12,0,0
5944760,gate_30,23,1,0
5944795,gate_30,12,1,1
5944810,gate_40,0,0,0
5944849,gate_30,12,1,0
5945001,gate_40,72,1,0
5945227,gate_30,34,1,0
5945239,gate_30,25,0,0
5945354,gate_40,6,0,0
5945708,gate_30,26,0,0
5945812,gate_30,46,1,1
5945918,gate_30,6,0,0
5946053,gate_40,2,0,0
5946067,gate_30,11,0,0
5946099,gate_40,82,0,0
5946229,gate_30,10,1,0
5946268,gate_40,0,0,0
5946298,gate_30,68,1,1
5946488,gate_30,17,0,0
5946644,gate_40,2,0,0
5946924,gate_40,7,0,0
5947044,gate_30,229,1,0
5947071,gate_30,191,1,1
5947072,gate_30,33,1,1
5947094,gate_40,48,1,0
5947227,gate_40,19,0,0
5947256,gate_40,66,0,0
5947353,gate_30,5,0,0
5947389,gate_30,8,0,1
5947463,gate_40,0,0,0
5947540,gate_30,1,0,0
5947719,gate_40,59,1,0
5947743,gate_30,11,0,0
5947759,gate_30,74,1,1
5947770,gate_30,18,1,0
5947792,gate_40,9,0,0
5947831,gate_40,81,1,0
5948044,gate_40,37,1,0
5948298,gate_30,42,1,0
5948303,gate_30,105,1,1
5948402,gate_30,32,1,0
5948450,gate_40,1,0,0
5948665,gate_30,11,0,0
5948760,gate_30,6,1,0
5948762,gate_40,25,0,0
5948932,gate_40,3,0,0
5949010,gate_30,33,1,0
5949104,gate_40,13,0,0
5949123,gate_30,101,1,0
5949155,gate_30,0,0,0
5949177,gate_30,2,0,0
5949224,gate_40,543,1,1
5949341,gate_30,20,0,0
5949391,gate_30,4,0,0
5949410,gate_40,11,1,0
5949576,gate_40,38,1,0
5949635,gate_40,0,0,0
5949747,gate_30,39,1,1
5949816,gate_40,22,1,0
5949842,gate_30,47,0,0
5949969,gate_40,152,1,0
5950059,gate_30,3,0,0
5950180,gate_40,26,0,0
5950218,gate_40,203,1,1
5950247,gate_30,1,0,0
5950454,gate_30,33,1,0
5950592,gate_30,4,0,0
5950634,gate_40,8,1,0
5950658,gate_30,6,0,0
5950757,gate_40,12,0,0
5950782,gate_30,129,1,1
5950838,gate_30,100,1,1
5950867,gate_30,0,0,0
5950999,gate_30,542,1,1
5951147,gate_30,1,0,0
5951238,gate_30,6,0,0
5951246,gate_40,34,1,0
5951295,gate_40,146,0,0
5951357,gate_30,12,0,0
5951482,gate_40,28,0,0
5951515,gate_30,18,0,0
5951516,gate_40,14,1,0
5951544,gate_30,0,0,0
5951562,gate_40,440,1,1
5951564,gate_40,7,0,0
5951593,gate_30,9,0,0
5951636,gate_30,5,0,0
5951637,gate_40,22,1,0
5951830,gate_30,19,0,0
5951859,gate_30,1,0,0
5952091,gate_30,21,1,0
5952099,gate_30,13,1,0
5952175,gate_30,71,1,0
5952272,gate_40,1,0,0
5952315,gate_30,57,1,1
5952359,gate_40,33,1,1
5952462,gate_40,479,1,1
5952848,gate_40,17,1,0
5952890,gate_40,12,0,0
5952929,gate_40,2,0,0
5953006,gate_30,70,1,0
5953007,gate_40,8,1,0
5953116,gate_30,59,1,0
5953118,gate_30,743,1,1
5953135,gate_40,27,1,0
5953193,gate_40,3,0,0
5953354,gate_30,79,0,0
5953356,gate_30,98,1,0
5953436,gate_30,73,1,0
5953465,gate_40,388,1,0
5953519,gate_40,8,0,0
5953806,gate_30,5,0,0
5954197,gate_30,4,0,0
5954336,gate_40,4,0,0
5954432,gate_30,44,0,0
5954461,gate_30,2,0,0
5954538,gate_30,2,0,0
5954865,gate_40,0,0,0
5954897,gate_30,90,1,1
5954926,gate_40,23,1,0
5954932,gate_30,3,0,0
5955222,gate_40,3,0,0
5955241,gate_40,0,0,0
5955669,gate_30,39,0,1
5955766,gate_40,2,0,0
5955954,gate_30,5,0,0
5956282,gate_40,2,0,0
5956428,gate_30,26,1,0
5956554,gate_30,6,0,0
5956755,gate_40,0,0,0
5956794,gate_30,15,0,0
5956868,gate_40,121,1,0
5956873,gate_30,137,1,1
5957066,gate_30,6,1,0
5957227,gate_40,14,1,0
5957287,gate_40,71,1,0
5957593,gate_40,13,0,0
5957847,gate_40,5,0,0
5957902,gate_30,4,0,0
5958023,gate_40,1,0,0
5958034,gate_30,12,0,0
5958409,gate_30,9,0,0
5958431,gate_30,39,0,0
5958505,gate_40,112,1,1
5958570,gate_40,80,1,0
5958735,gate_40,31,1,0
5958807,gate_40,72,1,1
5958832,gate_30,14,1,0
5958843,gate_30,51,0,0
5958931,gate_30,224,1,1
5958978,gate_40,10,0,0
5959218,gate_40,147,1,0
5959734,gate_40,19,1,0
5959763,gate_30,41,0,1
5959887,gate_30,88,1,1
5959904,gate_30,7,0,0
5959936,gate_30,3,0,0
5960087,gate_30,11,1,1
5960119,gate_30,46,1,0
5960180,gate_40,2,0,0
5960235,gate_40,8,1,0
5960429,gate_30,6,0,0
5960530,gate_30,77,1,1
5960549,gate_30,35,1,0
5960654,gate_30,10,1,0
5960697,gate_40,31,1,0
5960776,gate_30,1,0,0
5960784,gate_30,35,0,0
5961381,gate_30,55,1,1
5961390,gate_30,81,1,1
5961414,gate_40,21,1,0
5961494,gate_30,23,1,0
5961574,gate_40,7,0,0
5961687,gate_40,98,1,0
5961966,gate_40,42,0,0
5961998,gate_30,64,1,0
5962066,gate_30,42,0,0
5962078,gate_30,7,1,0
5962120,gate_40,2,0,0
5962421,gate_30,8,0,0
5962824,gate_30,1,0,0
5962930,gate_30,69,1,0
5962994,gate_30,213,1,0
5963070,gate_30,139,1,1
5963113,gate_40,10,0,0
5963137,gate_40,25,1,0
5963220,gate_40,4,0,0
5963352,gate_30,2,0,0
5963455,gate_40,7,1,1
5963509,gate_40,31,1,1
5963623,gate_40,2,0,0
5963739,gate_40,14,0,1
5964107,gate_30,5,0,0
5964327,gate_40,456,1,1
5964352,gate_30,90,0,1
5964639,gate_40,39,1,0
5964753,gate_40,0,0,0
5964787,gate_40,32,1,0
5964890,gate_40,3,0,0
5965106,gate_40,2,0,0
5965218,gate_30,39,1,0
5965296,gate_40,2,0,0
5965520,gate_30,0,0,0
5965542,gate_30,5,0,0
5965566,gate_30,42,1,0
5965596,gate_40,3,0,0
5965603,gate_40,0,0,0
5965888,gate_30,6,0,0
5965931,gate_40,1,0,0
5966079,gate_40,96,1,0
5966123,gate_30,0,0,0
5966235,gate_40,380,1,1
5966364,gate_30,8,0,0
5966865,gate_40,13,0,0
5967074,gate_30,32,0,1
5967105,gate_40,8,0,0
5967173,gate_40,71,1,0
5967330,gate_40,15,0,0
5967411,gate_30,10,1,0
5967451,gate_40,40,0,0
5967635,gate_30,33,0,1
5967679,gate_30,22,1,0
5967703,gate_40,32,0,0
5967792,gate_40,28,0,0
5967991,gate_30,100,1,1
5968371,gate_30,22,1,0
5968828,gate_30,35,0,0
5969001,gate_30,5,0,0
5969025,gate_40,148,1,1
5969057,gate_30,24,0,0
5969065,gate_40,6,0,0
5969103,gate_40,3,0,0
5969354,gate_40,15,1,0
5969516,gate_40,24,1,0
5969561,gate_30,22,0,0
5969866,gate_30,5,0,0
5969921,gate_40,3,0,0
5970061,gate_40,49,1,0
5970072,gate_30,58,1,1
5970130,gate_40,5,0,0
5970239,gate_30,127,1,1
5970329,gate_40,10,1,0
5970580,gate_40,20,1,0
5970641,gate_30,55,1,0
5970785,gate_40,1,0,0
5970787,gate_40,3,0,0
5970916,gate_30,3,0,0
5971064,gate_30,15,1,0
5971099,gate_30,1,0,0
5971172,gate_40,430,1,1
5971191,gate_40,5,0,0
5971324,gate_40,5,0,0
5971578,gate_30,7,0,1
5971740,gate_30,413,1,1
5971780,gate_40,95,1,0
5971921,gate_40,13,0,0
5971939,gate_40,293,1,1
5972165,gate_30,7,0,0
5972188,gate_30,266,1,1
5972224,gate_30,4,0,0
5972278,gate_40,49,1,0
5972612,gate_40,1,0,0
5972669,gate_30,11,0,0
5972671,gate_40,42,0,0
5972785,gate_40,2,1,0
5972909,gate_30,0,0,0
5973025,gate_40,22,0,0
5973037,gate_40,57,1,1
5973105,gate_30,48,0,1
5973371,gate_30,1,0,0
5973419,gate_30,3,0,0
5973425,gate_40,15,1,0
5973513,gate_40,22,0,0
5973555,gate_30,47,0,0
5973667,gate_30,29,1,0
5973740,gate_30,32,1,0
5974020,gate_30,33,0,0
5974027,gate_30,8,0,0
5974041,gate_40,2,0,0
5974279,gate_30,1,0,0
5974468,gate_30,83,1,1
5974494,gate_40,4,0,0
5974712,gate_30,50,0,1
5975494,gate_30,10,0,0
5975729,gate_30,6,1,0
5975739,gate_30,46,1,0
5975752,gate_30,19,0,0
5975762,gate_30,26,1,0
5975822,gate_30,1,0,0
5975863,gate_30,32,1,0
5975917,gate_30,55,0,0
5975966,gate_30,48,1,1
5976000,gate_40,3,1,0
5976046,gate_30,1,0,0
5976175,gate_30,3,1,0
5976283,gate_30,3,0,0
5976360,gate_40,3,0,0
5976387,gate_30,14,0,0
5976634,gate_30,160,1,1
5976640,gate_30,21,0,0
5976686,gate_30,33,0,0
5976859,gate_40,22,0,0
5977047,gate_30,34,1,0
5977099,gate_30,3,0,0
5977160,gate_40,1,0,0
5977307,gate_40,16,0,0
5977408,gate_30,8,0,0
5977459,gate_40,39,1,0
5977494,gate_30,6,0,0
5977717,gate_40,32,1,0
5977820,gate_40,29,1,0
5977900,gate_30,90,1,1
5978168,gate_30,38,0,1
5978299,gate_30,34,1,0
5978369,gate_40,539,1,1
5978412,gate_40,2,0,0
5978553,gate_30,25,0,0
5978598,gate_40,3,0,0
5978602,gate_30,19,0,0
5978659,gate_30,6,0,0
5978813,gate_30,5,0,0
5978840,gate_40,31,1,1
5978890,gate_30,11,0,0
5978905,gate_40,246,1,0
5978954,gate_30,31,0,0
5979050,gate_40,2,0,0
5979170,gate_40,157,1,0
5979185,gate_40,0,0,0
5979331,gate_40,187,1,1
5979363,gate_30,324,1,1
5979640,gate_30,0,0,0
5979690,gate_30,36,1,1
5980050,gate_30,6,0,0
5980087,gate_30,12,0,0
5980132,gate_40,2,0,0
5980213,gate_30,38,1,0
5980230,gate_40,43,1,0
5980322,gate_40,68,0,0
5980409,gate_30,105,1,1
5980410,gate_40,0,0,0
5980413,gate_40,5,1,0
5980595,gate_40,9,0,0
5980618,gate_30,20,1,0
5980726,gate_40,5,0,0
5980734,gate_30,9,0,0
5980781,gate_40,12,0,0
5980865,gate_40,14,0,0
5980934,gate_40,365,1,1
5980958,gate_40,2,0,0
5980960,gate_40,59,1,0
5981065,gate_30,3,0,0
5981107,gate_40,601,1,1
5981150,gate_40,81,1,0
5981366,gate_40,20,1,0
5981370,gate_30,5,0,0
5981399,gate_30,8,0,0
5981431,gate_30,4,0,0
5981465,gate_40,14,0,0
5981475,gate_30,4,0,0
5981645,gate_30,69,1,1
5981668,gate_30,16,1,1
5981708,gate_30,2,0,0
5981735,gate_30,3,1,0
5981774,gate_40,2,1,1
5981992,gate_40,1,0,0
5982041,gate_30,42,1,1
5982104,gate_40,19,0,0
5982451,gate_30,2,0,0
5982616,gate_30,8,0,0
5982650,gate_30,44,1,0
5982653,gate_40,1,0,0
5982717,gate_40,22,1,0
5982773,gate_30,6,0,0
5982864,gate_40,42,1,0
5982885,gate_40,97,1,0
5982926,gate_30,56,1,1
5983156,gate_30,4,0,0
5983495,gate_40,14,0,0
5983806,gate_30,14,1,0
5983898,gate_30,29,0,0
5984012,gate_40,74,0,0
5984046,gate_40,8,0,0
5984052,gate_40,1,0,0
5984079,gate_30,0,0,0
5984251,gate_30,43,0,0
5984326,gate_40,1,0,0
5984365,gate_30,125,1,1
5984430,gate_40,5,0,0
5984437,gate_30,16,0,0
5984513,gate_40,8,0,0
5984587,gate_40,4,0,0
5984620,gate_30,1,0,0
5984826,gate_40,28,1,1
5984935,gate_40,81,1,0
5984974,gate_40,71,1,1
5985162,gate_40,1,0,0
5985237,gate_40,5,0,0
5985243,gate_40,16,0,0
5985303,gate_40,25,0,0
5985395,gate_40,3,0,0
5985444,gate_30,47,1,0
5985773,gate_40,97,1,0
5986015,gate_30,0,0,0
5986108,gate_40,28,0,0
5986459,gate_30,1,0,0
5986483,gate_40,1,0,0
5986612,gate_30,2,0,0
5986703,gate_40,54,0,0
5986770,gate_30,116,1,0
5987025,gate_30,89,1,1
5987051,gate_30,272,1,1
5987058,gate_30,125,0,0
5987078,gate_40,70,1,0
5987145,gate_30,15,0,0
5987355,gate_40,38,0,0
5987458,gate_40,21,1,0
5987704,gate_40,120,1,1
5987893,gate_30,13,0,0
5988070,gate_30,54,1,1
5988091,gate_40,14,0,0
5988279,gate_40,149,1,1
5988433,gate_40,1,0,0
5988887,gate_30,22,1,0
5988984,gate_30,3,0,0
5989050,gate_40,210,1,1
5989103,gate_40,0,0,0
5989223,gate_40,3,0,0
5989409,gate_30,0,0,0
5989437,gate_30,2,0,0
5989554,gate_40,5,0,0
5989614,gate_40,100,1,0
5989747,gate_30,14,0,0
5990206,gate_30,9,0,0
5990293,gate_40,71,1,1
5990419,gate_40,76,1,1
5990605,gate_30,8,0,0
5990653,gate_40,7,0,0
5990817,gate_40,27,0,0
5990870,gate_40,4,0,0
5991015,gate_40,9,1,0
5991119,gate_40,4,0,0
5991677,gate_30,80,1,1
5991806,gate_30,101,1,1
5992024,gate_40,44,0,0
5992109,gate_40,0,0,0
5992122,gate_40,41,1,0
5992168,gate_40,30,1,0
5992199,gate_30,8,0,0
5992279,gate_30,11,0,0
5992345,gate_40,2,0,0
5992436,gate_40,2,0,0
5992570,gate_30,5,0,0
5992745,gate_40,6,0,0
5992992,gate_30,36,1,1
5993000,gate_30,1,0,0
5993190,gate_40,5,1,0
5993232,gate_30,3,0,0
5993312,gate_40,211,1,1
5993378,gate_40,19,0,0
5993510,gate_40,0,0,0
5993532,gate_30,1,0,0
5993657,gate_40,62,1,0
5993678,gate_30,11,0,0
5993715,gate_30,13,1,0
5993868,gate_40,6,0,0
5993875,gate_40,22,0,0
5994205,gate_40,19,1,1
5994347,gate_30,2,0,0
5994566,gate_30,3,0,0
5994682,gate_30,18,0,0
5994688,gate_40,13,0,0
5994835,gate_40,4,1,0
5994840,gate_30,40,1,0
5995016,gate_30,21,1,0
5995156,gate_30,3,0,0
5995279,gate_30,9,0,0
5995366,gate_30,90,1,1
5995418,gate_30,0,0,0
5995492,gate_30,9,1,0
5995541,gate_30,45,0,0
5995572,gate_30,12,0,0
5995584,gate_30,5,1,0
5995615,gate_40,10,0,0
5995755,gate_30,64,1,0
5995905,gate_30,9,0,0
5996101,gate_30,158,1,0
5996208,gate_30,8,0,0
5996403,gate_30,0,0,0
5996415,gate_30,6,0,0
5996558,gate_30,7,0,0
5996570,gate_30,4,0,0
5996600,gate_40,109,1,0
5996676,gate_30,8,0,0
5996805,gate_30,19,0,0
5996817,gate_40,74,1,0
5996875,gate_40,16,0,1
5997704,gate_30,46,1,0
5997935,gate_30,15,0,0
5997972,gate_40,4,0,0
5997975,gate_40,0,0,0
5998090,gate_30,6,0,0
5998167,gate_40,20,0,0
5998329,gate_40,1,0,0
5998493,gate_40,8,0,0
5998516,gate_40,23,0,1
5998556,gate_40,73,1,1
5998557,gate_40,9,0,0
5998558,gate_30,6,0,0
5998682,gate_30,84,1,0
5998847,gate_30,1,0,0
5998962,gate_30,4,0,0
5999159,gate_40,236,1,1
5999300,gate_40,95,0,1
5999624,gate_40,15,0,0
5999731,gate_30,0,0,0
5999806,gate_30,42,0,0
5999814,gate_30,20,1,0
5999911,gate_40,4,0,0
6000013,gate_40,7,1,0
6000056,gate_30,40,1,0
6000080,gate_40,0,0,0
6000118,gate_40,0,0,0
6000459,gate_40,5,1,0
6000469,gate_40,11,0,1
6000498,gate_30,1,0,0
6000587,gate_40,12,0,0
6000676,gate_40,7,0,0
6000866,gate_30,2,0,0
6000913,gate_40,0,0,0
6001172,gate_40,64,0,0
6001390,gate_40,42,1,0
6001708,gate_30,116,1,0
6001746,gate_40,17,0,0
6001925,gate_30,28,1,0
6002093,gate_30,137,1,0
6002413,gate_40,20,0,0
6002798,gate_40,9,0,0
6002817,gate_30,0,0,0
6002967,gate_30,5,0,0
6002977,gate_30,8,0,0
6003107,gate_30,64,0,1
6003109,gate_40,11,1,0
6003221,gate_30,17,1,0
6003257,gate_40,111,1,0
6003376,gate_40,67,1,0
6003462,gate_40,2,0,0
6003634,gate_30,46,1,0
6003793,gate_40,66,1,1
6003803,gate_40,48,1,1
6003846,gate_30,12,1,0
6003895,gate_30,2,0,0
6003946,gate_30,41,0,1
6004140,gate_30,125,1,1
6004325,gate_30,53,0,0
6004347,gate_40,59,1,1
6004534,gate_40,222,1,1
6004557,gate_30,3,0,0
6004747,gate_40,0,0,0
6004845,gate_30,193,1,1
6004967,gate_30,36,1,1
6005529,gate_30,1,0,0
6005784,gate_40,12,0,0
6005801,gate_30,59,1,0
6005855,gate_30,1,0,0
6005999,gate_30,2,0,0
6006229,gate_40,7,0,0
6006263,gate_30,14,0,0
6006274,gate_30,48,1,0
6006359,gate_30,5,0,0
6006460,gate_30,303,1,1
6006695,gate_30,0,0,0
6006759,gate_40,3,0,0
6007144,gate_40,160,1,0
6007254,gate_30,28,0,0
6007287,gate_30,3,0,0
6007368,gate_40,18,1,0
6007528,gate_30,4,0,0
6007546,gate_30,88,1,1
6007612,gate_40,557,1,1
6007670,gate_40,86,1,1
6007813,gate_40,31,1,0
6008162,gate_40,1,0,0
6008223,gate_30,283,1,1
6008317,gate_40,5,0,0
6008428,gate_40,214,1,1
6008593,gate_30,16,0,0
6008673,gate_40,14,0,0
6008689,gate_40,1427,1,1
6008824,gate_30,20,0,0
6008836,gate_30,24,1,0
6008919,gate_40,55,1,0
6009026,gate_30,7,0,0
6009121,gate_30,9,1,0
6009554,gate_40,16,0,0
6009558,gate_30,7,1,0
6009736,gate_30,43,0,0
6009927,gate_30,7,0,0
6009961,gate_40,94,1,0
6010073,gate_30,2,1,0
6010160,gate_40,9,0,0
6010206,gate_40,21,0,0
6010304,gate_30,18,0,0
6010450,gate_40,27,1,0
6010451,gate_30,59,0,1
6010482,gate_30,395,1,0
6010686,gate_30,11,0,0
6010742,gate_30,31,1,0
6010743,gate_30,9,1,0
6010755,gate_30,19,0,0
6010760,gate_30,9,0,0
6010853,gate_30,22,0,0
6011211,gate_30,114,1,0
6011516,gate_40,8,0,0
6011674,gate_30,8,0,0
6011775,gate_40,1,0,0
6011861,gate_30,27,1,0
6012587,gate_30,19,0,0
6012644,gate_40,119,1,0
6012843,gate_40,0,0,0
6012846,gate_30,19,0,0
6012867,gate_30,17,0,0
6012880,gate_30,117,1,0
6013182,gate_30,39,0,0
6013393,gate_40,8,0,0
6013727,gate_40,13,0,0
6013925,gate_30,168,1,0
6013965,gate_40,74,1,0
6014005,gate_40,6,0,0
6014134,gate_40,2,0,0
6014136,gate_40,17,0,0
6014143,gate_40,23,0,0
6014236,gate_40,5,0,0
6014485,gate_40,1,0,0
6014528,gate_30,216,1,1
6014554,gate_30,43,1,0
6014575,gate_30,8,0,0
6014608,gate_30,53,1,0
6014627,gate_40,1,0,0
6014698,gate_30,7,0,0
6015002,gate_30,4,1,0
6015054,gate_30,1,0,0
6015123,gate_40,1,0,0
6015201,gate_40,21,0,0
6015629,gate_30,15,0,0
6015657,gate_40,765,1,1
6015927,gate_30,3,1,0
6016016,gate_30,24,0,0
6016102,gate_40,37,1,0
6016467,gate_40,36,1,0
6016546,gate_30,17,0,0
6016655,gate_40,1,0,0
6016724,gate_30,41,1,0
6017193,gate_40,9,0,0
6017326,gate_30,100,1,0
6017383,gate_40,38,1,1
6017442,gate_30,0,0,0
6017531,gate_40,22,0,0
6017554,gate_30,1,0,0
6017655,gate_30,9,0,0
6017708,gate_30,0,0,0
6017813,gate_40,56,0,0
6017849,gate_30,25,0,0
6017991,gate_40,206,1,1
6018059,gate_30,8,0,0
6018082,gate_30,15,0,0
6018101,gate_40,18,0,0
6018123,gate_40,23,0,0
6018129,gate_30,6,0,0
6018690,gate_40,156,1,1
6018814,gate_40,7,0,0
6018968,gate_40,32,1,0
6019141,gate_40,101,1,0
6019437,gate_40,314,1,0
6019642,gate_30,34,1,0
6019649,gate_40,21,0,1
6019659,gate_30,9,0,0
6019725,gate_30,5,0,0
6019860,gate_40,15,0,0
6020052,gate_40,0,0,0
6020063,gate_30,228,1,1
6020161,gate_40,47,0,0
6020200,gate_40,12,1,0
6020382,gate_40,51,1,1
6020759,gate_30,32,0,0
6020861,gate_40,431,1,1
6020877,gate_30,9,0,1
6020958,gate_40,49,1,1
6021032,gate_30,4,0,0
6021110,gate_30,0,0,0
6021153,gate_40,72,1,1
6021251,gate_40,48,1,0
6021256,gate_30,48,0,0
6021300,gate_30,6,0,0
6021376,gate_30,4,0,0
6021411,gate_30,0,0,0
6021427,gate_40,101,0,1
6021708,gate_30,83,1,1
6021804,gate_30,54,1,0
6021987,gate_40,130,1,0
6022029,gate_30,27,1,0
6022057,gate_40,78,1,1
6022129,gate_30,19,0,0
6022144,gate_30,11,1,0
6022445,gate_40,20,1,0
6022566,gate_30,11,1,1
6022657,gate_40,21,0,0
6022713,gate_30,1,0,0
6022787,gate_40,19,1,0
6022845,gate_40,47,0,0
6022940,gate_30,4,0,1
6022948,gate_30,1,0,0
6022971,gate_40,65,1,0
6023072,gate_40,64,0,1
6023111,gate_40,252,1,1
6023172,gate_30,2,0,0
6023248,gate_30,108,1,0
6023483,gate_40,94,1,1
6023499,gate_30,74,0,1
6023540,gate_30,1,0,0
6023663,gate_40,16,1,0
